web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1556733650-405","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@DigitalLA","Digital LA","Joe Mazzello of #BohemianRhapsody arrives #PublicistsAwards #icg600 @icglocal600 #awards #JoeMazzello @MazzelloJoepic.twitter.com/5fw5HRRdJy","","8","27","1550869392000","1:03 PM - 22 Feb 2019","/DigitalLA/status/1099052006222643200"
"1556733650-516","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@universal881","Universal 88.1 FM","#FelizMiercoles #Noticias Brian May donó parte de su vestuario para la película “Bohemian Rhapsody.
#BrianMay #BohemianRhapsody

Más  http://bit.ly/2TO81ZE pic.twitter.com/BnVgSl0RxM","","3","20","1550102401000","4:00 PM - 13 Feb 2019","/universal881/status/1095835014363672576"
"1556733650-435","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@USATODAY","USA TODAY","The #Oscars are around the corner. We explored epic costumes and talked to costume designers for some of the nominated films - like #BlackPanther and #BohemianRhapsody - to build an augmented-reality Hollywood experience. https://www.usatoday.com/story/life/movies/academy-awards/2019/02/19/oscars-2019-get-up-close-your-favorite-movie-costumes/2874762002/ …","4","14","28","1550672147000","6:15 AM - 20 Feb 2019","/USATODAY/status/1098224702164791296"
"1556733650-403","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@14gelly","GELLY","BIG PHOTO @adamlambert and @ItsRamiMalek
 Vanity Fair And Genesis Celebrate The Cast Of #BohemianRhapsody 
http://www.zimbio.com/photos/Adam+Lambert …pic.twitter.com/a4UavGhNGM","1","39","74","1550903454000","10:30 PM - 22 Feb 2019","/14gelly/status/1099194873746518016"
"1556733650-510","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@i_blanden","aphrodite'97","OOOOOMG! When you come home from work tonight & THIS is waiting for you as my Valentines gift!!!  Aweeeee I am SO Loved!!! Our big movie screen TV is gona be playing This tonight with some Pizza too!!!#FreddieReady #BohemianRhapsody # pic.twitter.com/9LmvXnNaxR","","","1","1550103151000","4:12 PM - 13 Feb 2019","/i_blanden/status/1095838157533257729"
"1556733650-368","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@neiltyson","Neil deGrasse Tyson","Queen’s classic song #BohemianRhapsody mentions Galileo —  five times.  Gotta love Galileo, unless you still think the Universe revolves around Earth.","461","1.9K","17K","1550960100000","2:15 PM - 23 Feb 2019","/neiltyson/status/1099432463737151488"
"1556733650-469","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@LoserInTheEnd","Plagueis the Wise","haha you are pissed!! Suck it up Danny.... #Queen are much more popular and superior than the above. Go fund a movie about Ian Hunter or Ferry out of your own pocket (as Brian May and Roger Taylor did) and let's see what happens. #BohemianRhapsody","6","8","156","1550357775000","2:56 PM - 16 Feb 2019","/LoserInTheEnd/status/1096906129974677506"
"1556733650-444","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@ollyog","Olly Gibbs","Best Picture Nomination: #BohemianRhapsody

#Oscars2019 #Oscars@BoRhapMoviepic.twitter.com/XI5Ena3SLQ","4","175","528","1550581442000","5:04 AM - 19 Feb 2019","/ollyog/status/1097844257136758784"
"1556733650-394","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@OnTheRedCarpet","On The Red Carpet","#RamiMalek and #AdamLambert pose at the Vanity Fair and Genesis Celebration of the cast of #BohemianRhapsody in Los Angeles. (Photo: Charley Gallay/Getty Images for Vanity Fair) @ItsRamiMalek @BoRhapMovie @adamlambertpic.twitter.com/q7dz0TwyRy","2","85","160","1550937494000","7:58 AM - 23 Feb 2019","/OnTheRedCarpet/status/1099337646076121088"
"1556733650-432","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@latimesent","LAT Entertainment","This L.A. couple has seen #BohemianRhapsody 24 times: ""It’s two hours of freedom"" https://www.latimes.com/entertainment/movies/la-et-mn-oscars-bohemian-rhapsody-superfans-20190220-story.html …","2","12","27","1550683086000","9:18 AM - 20 Feb 2019","/latimesent/status/1098270581810548736"
"1556733650-409","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@ruwanijourno","𝚁𝚞𝚠𝚊𝚗𝚒 𝙿𝚎𝚛𝚎𝚛𝚊","This is glorious. Te Reo version of ‘Bohemian Rhapsody’ https://www.newshub.co.nz/home/new-zealand/2019/02/incredible-video-of-te-reo-maori-rendition-of-bohemian-rhapsody.html … #TeMatatini #BohemianRhapsody","7","55","132","1550862681000","11:11 AM - 22 Feb 2019","/ruwanijourno/status/1099023860400238592"
"1556733650-434","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@QueenWillRock","Queen","on the set of #bohemianrhapsody pic.twitter.com/yTs1GQ3Sl0","151","4.1K","25K","1550675651000","7:14 AM - 20 Feb 2019","/QueenWillRock/status/1098239397567385600"
"1556733650-415","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@20CenturyFoxZA","20th Century Fox","Are you ready to ROCK with @BohemianRhapsody at the @AcademyAwards?⁣ Stand a chance to WIN a #BohemianRhapsody hamper by answering the following.  Who will be performing with the legendary @QueenOfficial at the #Oscars this Sunday? T&C's applypic.twitter.com/AhaADcYQbK","79","86","151","1550829623000","2:00 AM - 22 Feb 2019","/20CenturyFoxZA/status/1098885202728943616"
"1556733650-414","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@toyangestimo","Noemi10969 ✨","#BohemianRhapsody cover by Taka from @ONEOKROCK_japan. lol THIS IS STRICTLY JUST FOR FUN! 

“When I started making this album, I had a theme, and it was Queen...” —Taka, Upset magazine interview
#EyeOfTheStorm #ONEOKROCK #Takapic.twitter.com/xXeLnG0E0c","1","15","32","1550833979000","3:12 AM - 22 Feb 2019","/toyangestimo/status/1098903474614370305"
"1556733650-513","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@genelle_katz","Genelle K","A bus full of legends!  #BohemianRhapsody #RockLikeQueenTourpic.twitter.com/RGceStkoby","","1","12","1550102579000","4:02 PM - 13 Feb 2019","/genelle_katz/status/1095835759846871046"
"1556733650-437","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@OFinberg","Owen James Finberg","Just watched #BohemianRhapsody on the  then bumped into @brianmaycom @British_Airways #ConcordeLounge @HeathrowAirport #Legend @QueenWillRock & what a fine chap to chat with for a fewpic.twitter.com/K5TegsX3xO – at The Concorde Room","26","109","647","1550661643000","3:20 AM - 20 Feb 2019","/OFinberg/status/1098180643974979589"
"1556733650-492","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@hmanclus","hmanclús","Somebody to love @aqueenofmagic @QueenWillRock @OIQFC @QueenieOfNorway @ComunitaQueenIT @QueenExtrava @BoRhapMovie 
#Queen
#BohemianRhapsody pic.twitter.com/aeUiC6kJAC","","16","83","1550159313000","7:48 AM - 14 Feb 2019","/hmanclus/status/1096073721650008064"
"1556733650-402","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@tinapglambert","tina.p.  👑","I see it clearly... 
Sunday night at the @DolbyTheatre cuz...
#Queen + @adamlambert will open the #Oscars !!!...they will so Rock you guys!!!...they will so fkng Rock Ya!!! @TheAcademy  
#BohemianRhapsody pic.twitter.com/dAUgBjqmee","1","23","69","1550907926000","11:45 PM - 22 Feb 2019","/tinapglambert/status/1099213631479263232"
"1556733650-382","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@IndieWire","IndieWire","""This is television Aubrey, like #BohemianRhapsody it doesn't really HAVE a director"" - John Waters going off at the #SpiritAwards! http://bit.ly/2Ixzde0 pic.twitter.com/abMHHVjBXC","2","28","156","1550959990000","2:13 PM - 23 Feb 2019","/IndieWire/status/1099432002284077056"
